example_id                                                                 | status | run_time        |
./spec/infrastructure/json_cache_store_spec.rb[1:3]                        | passed | 0.0025 seconds  |
./spec/infrastructure/kitty_image_renderer_spec.rb[1:1]                    | passed | 0.00132 seconds |
./spec/infrastructure/library_scanner_spec.rb[1:1:1]                       | passed | 0.00059 seconds |
./spec/infrastructure/library_scanner_spec.rb[1:1:2]                       | passed | 0.00043 seconds |
./spec/infrastructure/logger_spec.rb[1:1]                                  | passed | 0.0002 seconds  |
./spec/infrastructure/logger_spec.rb[1:2]                                  | passed | 0.00013 seconds |
./spec/infrastructure/observer_state_store_expanded_spec.rb[1:1]           | passed | 0.00162 seconds |
./spec/infrastructure/observer_state_store_spec.rb[1:1]                    | passed | 0.00057 seconds |
./spec/infrastructure/pagination_cache_delete_spec.rb[1:1]                 | passed | 0.00232 seconds |
./spec/infrastructure/pagination_cache_spec.rb[1:1]                        | passed | 0.00242 seconds |
./spec/infrastructure/parsers/xhtml_content_parser_spec.rb[1:1]            | passed | 0.00137 seconds |
./spec/infrastructure/parsers/xhtml_content_parser_spec.rb[1:2]            | passed | 0.00129 seconds |
./spec/infrastructure/parsers/xhtml_content_parser_spec.rb[1:3]            | passed | 0.00426 seconds |
./spec/infrastructure/parsers/xhtml_content_parser_spec.rb[1:4]            | passed | 0.00064 seconds |
./spec/infrastructure/parsers/xhtml_content_parser_spec.rb[1:5]            | passed | 0.00063 seconds |
./spec/infrastructure/parsers/xhtml_content_parser_spec.rb[1:6]            | passed | 0.00061 seconds |
./spec/infrastructure/parsers/xhtml_content_parser_spec.rb[1:7]            | passed | 0.00056 seconds |
./spec/infrastructure/parsers/xhtml_content_parser_spec.rb[1:8]            | passed | 0.0005 seconds  |
./spec/infrastructure/parsers/xhtml_content_parser_spec.rb[1:9]            | passed | 0.00062 seconds |
./spec/infrastructure/parsers/xhtml_content_parser_spec.rb[1:10]           | passed | 0.00203 seconds |
./spec/infrastructure/parsers/xhtml_content_parser_spec.rb[1:11]           | passed | 0.00159 seconds |
./spec/infrastructure/parsers/xhtml_content_parser_spec.rb[1:12]           | passed | 0.00158 seconds |
./spec/infrastructure/parsers/xhtml_content_parser_spec.rb[1:13]           | passed | 0.00073 seconds |
./spec/infrastructure/performance_monitor_spec.rb[1:1]                     | passed | 0.00014 seconds |
./spec/infrastructure/state_store_extra_spec.rb[1:1:1]                     | passed | 0.00024 seconds |
./spec/infrastructure/state_store_extra_spec.rb[1:2:1]                     | passed | 0.00018 seconds |
./spec/infrastructure/state_store_persistence_spec.rb[1:1]                 | passed | 0.00171 seconds |
./spec/infrastructure/state_store_persistence_spec.rb[1:2]                 | passed | 0.001 seconds   |
./spec/infrastructure/state_store_spec.rb[1:1:1]                           | passed | 0.00042 seconds |
./spec/infrastructure/state_store_spec.rb[1:2:1]                           | passed | 0.00022 seconds |
./spec/infrastructure/state_store_spec.rb[1:2:2]                           | passed | 0.00018 seconds |
./spec/infrastructure/state_store_spec.rb[1:2:3]                           | passed | 0.00027 seconds |
./spec/infrastructure/state_store_spec.rb[1:3:1]                           | passed | 0.00047 seconds |
./spec/infrastructure/state_store_spec.rb[1:3:2]                           | passed | 0.00066 seconds |
./spec/infrastructure/state_store_spec.rb[1:3:3]                           | passed | 0.00039 seconds |
./spec/infrastructure/state_store_spec.rb[1:4:1]                           | passed | 0.00049 seconds |
./spec/infrastructure/state_store_spec.rb[1:4:2]                           | passed | 0.00037 seconds |
./spec/infrastructure/state_store_spec.rb[1:4:3]                           | passed | 0.00033 seconds |
./spec/infrastructure/state_store_spec.rb[1:5:1]                           | passed | 0.00066 seconds |
./spec/infrastructure/state_store_spec.rb[1:5:2]                           | passed | 0.00061 seconds |
./spec/infrastructure/state_store_spec.rb[1:6:1]                           | passed | 0.00058 seconds |
./spec/infrastructure/state_store_spec.rb[1:6:2]                           | passed | 0.00045 seconds |
./spec/infrastructure/state_store_spec.rb[1:7:1]                           | passed | 0.00038 seconds |
./spec/infrastructure/state_store_spec.rb[1:7:2]                           | passed | 0.0003 seconds  |
./spec/infrastructure/state_store_spec.rb[1:7:3]                           | passed | 0.00022 seconds |
./spec/infrastructure/state_store_spec.rb[1:8:1]                           | passed | 0.00142 seconds |
./spec/infrastructure/state_store_spec.rb[1:8:2]                           | passed | 0.00049 seconds |
./spec/infrastructure/state_store_spec.rb[1:9:1]                           | passed | 0.00235 seconds |
./spec/infrastructure/validator_spec.rb[1:1]                               | passed | 0.00016 seconds |
./spec/infrastructure/validator_spec.rb[1:2]                               | passed | 0.0001 seconds  |
./spec/infrastructure/validator_spec.rb[1:3]                               | passed | 0.00007 seconds |
./spec/input/commands_spec.rb[1:1]                                         | passed | 0.00037 seconds |
./spec/input/commands_spec.rb[1:2]                                         | passed | 0.00029 seconds |
./spec/input/commands_spec.rb[1:3]                                         | passed | 0.0004 seconds  |
./spec/input/commands_spec.rb[1:4]                                         | passed | 0.00029 seconds |
./spec/input/dispatcher_spec.rb[1:1]                                       | passed | 0.00013 seconds |
./spec/input/dispatcher_spec.rb[1:2]                                       | passed | 0.00008 seconds |
./spec/input/search_mode_spec.rb[1:1]                                      | passed | 0.00164 seconds |
./spec/input/search_mode_spec.rb[1:2]                                      | passed | 0.02881 seconds |
./spec/integration/annotation_editor_modal_spec.rb[1:1]                    | passed | 0.00374 seconds |
./spec/integration/annotation_editor_modal_spec.rb[1:2]                    | passed | 0.00519 seconds |
./spec/integration/browse_selection_spec.rb[1:1:1]                         | passed | 0.0731 seconds  |
./spec/integration/browse_selection_spec.rb[1:2:1]                         | passed | 0.07658 seconds |
./spec/integration/cli_instant_open_spec.rb[1:1]                           | passed | 0.00367 seconds |
./spec/integration/epub_fixture_pipeline_spec.rb[1:1]                      | passed | 0.00028 seconds |
./spec/integration/epub_fixture_pipeline_spec.rb[1:2]                      | passed | 3.63 seconds    |
./spec/integration/epub_fixture_pipeline_spec.rb[1:3]                      | passed | 0.59109 seconds |
./spec/integration/epub_fixture_pipeline_spec.rb[1:4]                      | passed | 0.6211 seconds  |
./spec/integration/epub_fixture_pipeline_spec.rb[1:5]                      | passed | 0.2474 seconds  |
./spec/integration/epub_fixture_pipeline_spec.rb[1:6]                      | passed | 4.56 seconds    |
./spec/integration/epub_fixture_pipeline_spec.rb[1:7]                      | passed | 0.40448 seconds |
./spec/integration/epub_fixture_pipeline_spec.rb[1:8]                      | passed | 0.83914 seconds |
./spec/integration/epub_open_spec.rb[1:1]                                  | passed | 0.01151 seconds |
./spec/integration/epub_open_spec.rb[1:2]                                  | passed | 0.00682 seconds |
./spec/integration/library_instant_open_spec.rb[1:1]                       | passed | 0.01064 seconds |
./spec/integration/library_navigation_and_open_keys_spec.rb[1:1]           | passed | 0.00613 seconds |
./spec/integration/library_navigation_and_open_keys_spec.rb[1:2]           | passed | 0.00563 seconds |
./spec/integration/library_reopens_selected_book_spec.rb[1:1]              | passed | 0.02303 seconds |
./spec/integration/menu_terminal_spec.rb[1:1]                              | passed | 0.00109 seconds |
./spec/integration/menu_terminal_spec.rb[1:2]                              | passed | 0.00193 seconds |
./spec/integration/menu_terminal_spec.rb[1:3]                              | passed | 0.00149 seconds |
./spec/integration/navigation_and_loading_spec.rb[1:1:1]                   | passed | 0.00101 seconds |
./spec/integration/navigation_and_loading_spec.rb[1:1:2]                   | passed | 0.00426 seconds |
./spec/integration/navigation_and_loading_spec.rb[1:1:3]                   | passed | 0.00094 seconds |
./spec/integration/navigation_and_loading_spec.rb[1:1:4]                   | passed | 0.00094 seconds |
./spec/integration/navigation_and_loading_spec.rb[1:1:5]                   | passed | 0.00099 seconds |
./spec/integration/navigation_and_loading_spec.rb[1:2:1]                   | passed | 0.00277 seconds |
./spec/integration/render_contract_validator_spec.rb[1:1]                  | passed | 0.20633 seconds |
./spec/integration/render_contract_validator_spec.rb[1:2]                  | passed | 0.00141 seconds |
./spec/integration/render_contract_validator_spec.rb[1:3]                  | passed | 0.04473 seconds |
./spec/integration/render_geometry_spec.rb[1:1]                            | passed | 0.00174 seconds |
./spec/integration/render_geometry_tab_alignment_spec.rb[1:1]              | passed | 0.00205 seconds |
./spec/integration/repository_service_integration_spec.rb[1:1:1]           | passed | 0.00279 seconds |
./spec/integration/repository_service_integration_spec.rb[1:1:2]           | passed | 0.00142 seconds |
./spec/integration/repository_service_integration_spec.rb[1:1:3]           | passed | 0.00173 seconds |
./spec/integration/repository_service_integration_spec.rb[1:1:4]           | passed | 0.00189 seconds |
./spec/integration/repository_service_integration_spec.rb[1:2:1]           | passed | 0.00246 seconds |
./spec/integration/repository_service_integration_spec.rb[1:2:2]           | passed | 0.00182 seconds |
./spec/integration/repository_service_integration_spec.rb[1:2:3]           | passed | 0.00262 seconds |
./spec/integration/repository_service_integration_spec.rb[1:2:4]           | passed | 0.003 seconds   |
./spec/integration/repository_service_integration_spec.rb[1:2:5]           | passed | 0.00184 seconds |
./spec/integration/repository_service_integration_spec.rb[1:3:1]           | passed | 0.00215 seconds |
./spec/integration/repository_service_integration_spec.rb[1:3:2]           | passed | 0.00168 seconds |
./spec/integration/repository_service_integration_spec.rb[1:4:1]           | passed | 0.00175 seconds |
./spec/integration/repository_service_integration_spec.rb[1:4:2]           | passed | 0.00218 seconds |
./spec/integration/repository_service_integration_spec.rb[1:5:1]           | passed | 0.00162 seconds |
./spec/integration/repository_service_integration_spec.rb[1:5:2]           | passed | 0.00586 seconds |
./spec/integration/wipe_cache_spec.rb[1:1]                                 | passed | 0.00297 seconds |
./spec/system/cli_smoke_spec.rb[1:1]                                       | passed | 0.00044 seconds |
./spec/terminal_buffer_spec.rb[1:1]                                        | passed | 0.0002 seconds  |
./spec/terminal_buffer_spec.rb[1:2]                                        | passed | 0.00041 seconds |
./spec/terminal_buffer_spec.rb[1:3]                                        | passed | 0.00033 seconds |
./spec/terminal_buffer_spec.rb[1:4]                                        | passed | 0.00022 seconds |
./spec/terminal_buffer_spec.rb[1:5]                                        | passed | 0.00024 seconds |
./spec/terminal_buffer_spec.rb[1:6]                                        | passed | 0.00019 seconds |
./spec/terminal_input_decoder_spec.rb[1:1:1]                               | passed | 0.0002 seconds  |
./spec/terminal_input_decoder_spec.rb[1:1:2]                               | passed | 0.00024 seconds |
./spec/terminal_input_decoder_spec.rb[1:1:3]                               | passed | 0.00034 seconds |
./spec/terminal_input_decoder_spec.rb[1:1:4]                               | passed | 0.00019 seconds |
./spec/terminal_input_decoder_spec.rb[1:1:5]                               | passed | 0.00023 seconds |
./spec/terminal_input_decoder_spec.rb[1:1:6]                               | passed | 0.00014 seconds |
./spec/zip_reader_spec.rb[1:1]                                             | passed | 0.00083 seconds |
./spec/zip_reader_spec.rb[1:2]                                             | passed | 0.00123 seconds |
./spec/zip_reader_spec.rb[1:3]                                             | passed | 0.00089 seconds |
./spec/zip_reader_spec.rb[1:4]                                             | passed | 0.00081 seconds |
