example_id                                                                 | status | run_time        |
./spec/infrastructure/document_service_spec.rb[1:2]                        | passed | 0.00027 seconds |
./spec/infrastructure/document_service_spec.rb[1:3]                        | passed | 0.00024 seconds |
./spec/infrastructure/document_service_spec.rb[1:4]                        | passed | 0.00035 seconds |
./spec/infrastructure/document_service_spec.rb[1:5]                        | passed | 0.00035 seconds |
./spec/infrastructure/epub_cache_spec.rb[1:1]                              | passed | 0.00247 seconds |
./spec/infrastructure/epub_cache_spec.rb[1:2]                              | passed | 0.00211 seconds |
./spec/infrastructure/epub_cache_spec.rb[1:3]                              | passed | 0.00333 seconds |
./spec/infrastructure/epub_cache_spec.rb[1:4]                              | passed | 0.00207 seconds |
./spec/infrastructure/epub_cache_spec.rb[1:5]                              | passed | 0.00074 seconds |
./spec/infrastructure/epub_cache_spec.rb[1:6]                              | passed | 0.00263 seconds |
./spec/infrastructure/epub_cache_spec.rb[1:7]                              | passed | 0.00244 seconds |
./spec/infrastructure/event_bus_spec.rb[1:1:1]                             | passed | 0.00011 seconds |
./spec/infrastructure/event_bus_spec.rb[1:1:2]                             | passed | 0.00013 seconds |
./spec/infrastructure/event_bus_spec.rb[1:1:3]                             | passed | 0.00021 seconds |
./spec/infrastructure/event_bus_spec.rb[1:2:1]                             | passed | 0.00014 seconds |
./spec/infrastructure/event_bus_spec.rb[1:3:1]                             | passed | 0.00024 seconds |
./spec/infrastructure/event_bus_spec.rb[1:3:2]                             | passed | 0.00028 seconds |
./spec/infrastructure/event_bus_spec.rb[1:3:3]                             | passed | 0.00046 seconds |
./spec/infrastructure/event_bus_spec.rb[1:3:4]                             | passed | 0.00037 seconds |
./spec/infrastructure/event_bus_spec.rb[1:4:1]                             | passed | 0.00031 seconds |
./spec/infrastructure/event_bus_spec.rb[1:4:2]                             | passed | 0.00025 seconds |
./spec/infrastructure/event_bus_spec.rb[1:5:1]                             | passed | 0.00101 seconds |
./spec/infrastructure/event_bus_spec.rb[2:1:1]                             | passed | 0.0002 seconds  |
./spec/infrastructure/event_bus_spec.rb[2:1:2]                             | passed | 0.00033 seconds |
./spec/infrastructure/json_cache_store_spec.rb[1:1]                        | passed | 0.00189 seconds |
./spec/infrastructure/json_cache_store_spec.rb[1:2]                        | passed | 0.00224 seconds |
